rowUniqueId,frontOfficeTradeId,productType,sapAccountId,country,countryCode,pii,gdpr,geo_restricted,dataPlacement
054ae51d-5632-4d8f-ae8c-266cfb78c00d,54811-0,54811-0,960454,United Kingdom,GB,False,False,False,cloud
fcd216f8-3f31-48e7-b849-ed37b254cb92,88913-2,88913-2,253345,Singapore,SG,False,False,False,cloud
3545a42c-2609-426f-8b85-13e584267934,45816-9,45816-9,564111,United Arab Emirates,AE,False,False,True,onPrem
d292836e-4b8f-499f-8a93-3ddc16098573,96097-9,96097-9,253532,Isle of Man,IMN,False,False,False,cloud
44d6da42-962d-4b7c-a155-58ec6eb5a193,93706-5,93706-5,968649,Australia,AU,False,False,False,cloud
ccd7dccd-ade3-4073-80bb-2738b0dac9b9,10634-4,10634-4,103192,Sweden,SE,False,True,False,onPrem
ddecc71b-9673-4f63-bb9b-c1c0cd38b30e,63142-6,63142-6,109854,Sweden,SE,False,True,False,onPrem
80f82da9-d93c-495e-8499-867f39def38f,39837-7,39837-7,489669,Czech Republic,CZ,False,True,False,onPrem
ae2bdc02-5e1d-441f-b597-24e00acaead3,35421-3,35421-3,919657,Brazil,BR,False,False,True,onPrem
b37227ca-af01-4d04-aa01-8d244506d01a,79878-4,79878-4,667519,Australia,AU,False,False,False,cloud
b4ed6ec3-2a90-4158-8afc-668cb57c9e71,9281-0,9281-0,698164,Switzerland,CH,False,True,False,onPrem
20464ce0-f43d-4025-aef6-b0d218c44f7a,68426-9,68426-9,438346,Switzerland,CH,True,True,False,onPrem
a3e2ada5-a629-48d3-8054-55f53e639af1,96232-5,96232-5,966244,United Kingdom,GB,False,False,False,cloud
f079ecd3-2e3c-4c60-8eba-c4a25fff2913,6901-6,6901-6,853160,Guernsey,GGY,False,False,False,cloud
18244f99-ee01-40a6-ad5e-fc2567ba5fe7,71428-4,71428-4,39957,Isle of Man,IMN,False,False,False,cloud
c76196b5-6201-4e48-986e-a5fdb8e5f137,81316-5,81316-5,167911,France,FR,False,True,False,onPrem
1f3d7e75-9c7d-42e1-9b26-df78c8354545,41730-7,41730-7,677810,Isle of Man,IMN,False,False,False,cloud
19b89f56-1d48-4747-9bea-c5afd8768aef,74445-4,74445-4,562037,United Kingdom,GB,False,False,False,cloud
e9e054fc-72b9-4635-b30c-d8130f595d85,44632-5,44632-5,141580,Israel,IL,False,False,False,cloud
a64cf4d7-1177-4392-a496-86b209e49776,53529-7,53529-7,196371,Australia,AU,False,False,False,cloud
13530634-7454-40f8-b0de-807310d0a2ff,23624-5,23624-5,169418,United States,US,False,False,False,cloud
b8bed758-c7a7-4c96-b554-a9237794a253,10470-7,10470-7,208178,Jersey,JEY,False,False,False,cloud
b86207dc-53c4-4fa9-a30b-b23383d21efb,94356-2,94356-2,836428,Jersey,JEY,False,False,False,cloud
9f5dba3e-323b-43c4-b1f5-791c1a9e0edd,44140-2,44140-2,119853,Hong Kong,HKG,False,False,False,cloud
d8913c1e-3052-4e4a-a431-e4814ae06787,28848-0,28848-0,872417,Mexico,MX,False,False,False,cloud
2663a803-6069-4454-852b-44c755d2953c,47803-0,47803-0,643965,Luxembourg,LU,False,True,False,onPrem
4416faa0-2a39-41c8-b27a-1babf49635a7,87601-8,87601-8,512223,France,FR,False,True,False,onPrem
197f6eac-c409-468f-a797-222bcdeb3334,58420-10,58420-10,618111,Jersey,JEY,False,False,False,cloud
95622859-42f5-4d63-9669-50683fb1648a,81629-2,81629-2,726865,Israel,IL,False,False,False,cloud
efdf0128-a971-45bc-9c22-f06f78cf7fe8,85604-1,85604-1,966075,Brazil,BR,False,False,True,onPrem
a65cfc3a-7fb5-4e8b-8ccc-e88b9cb42f85,54933-10,54933-10,177149,India,IN,False,False,True,onPrem
b775bf23-66b7-4f15-bf26-8dddbe48ac0c,13172-1,13172-1,335236,Czech Republic,CZ,False,True,False,onPrem
fa37df23-3f46-4057-b5c4-ddde0b17598d,34561-10,34561-10,74973,Australia,AU,False,False,False,cloud
d66c341d-68f6-4a4d-8645-0e474ba91a4c,91078-3,91078-3,255296,Israel,IL,False,False,False,cloud
d04e7b56-c07c-4c0f-aab0-75ad54e50091,56494-3,56494-3,821276,Lithuania,LT,True,True,False,onPrem
6a96f204-ce2a-440d-8112-3197bbb36934,3264-6,3264-6,528910,Jersey,JEY,False,False,False,cloud
6e7aa13f-cfd2-43c0-9274-5127bc49361e,62719-2,62719-2,429433,Spain,ES,False,True,False,onPrem
347c2db2-2890-4b4e-9305-24444c7de6ea,31714-8,31714-8,548551,United States,US,False,False,False,cloud
b9fb8c43-1e7a-4f7b-b90c-25cccf9f14e9,46638-5,46638-5,859251,Czech Republic,CZ,True,True,False,onPrem
edc791dc-53af-41b3-95dd-525e696c7ab3,38237-3,38237-3,506564,India,IN,False,False,True,onPrem
6bf88e53-669a-428d-8b96-c78110beffaf,91633-1,91633-1,350757,Isle of Man,IMN,False,False,False,cloud
e9e2d651-9c6d-4644-9712-4b84c70f765e,37868-8,37868-8,291177,China,CN,False,False,True,onPrem
6e548dde-0b4d-4cdc-9ffa-353bfd099328,58547-2,58547-2,950594,Switzerland,CH,False,True,False,onPrem
c14b1861-5c09-4db7-abbe-53af05be4c22,71812-9,71812-9,706783,United States,US,False,False,False,cloud
d8b2ecc5-f115-47b4-856d-6453e2602313,16267-3,16267-3,379333,Isle of Man,IMN,False,False,False,cloud
24f47a09-2983-4bfe-b604-973d6dce87cf,99347-8,99347-8,572053,United Kingdom,GB,False,False,False,cloud
21cd58aa-851c-4b51-ad4d-d745759e53d7,93764-7,93764-7,175048,Ireland,IE,False,True,False,onPrem
5696e896-90d6-41d4-a832-dd5cba2c7920,33223-8,33223-8,76814,France,FR,False,True,False,onPrem
d05adfa8-e7e5-42e7-850a-ce0e27f9e696,78156-7,78156-7,625689,Czech Republic,CZ,True,True,False,onPrem
a86b6619-a3f0-4307-a297-814a63a286c9,4258-6,4258-6,548618,Ireland,IE,False,True,False,onPrem
382e7e9c-7089-4036-990b-12a2660411b1,85122-0,85122-0,610618,India,IN,False,False,True,onPrem
3736a2bb-0757-4c3d-9347-58c0d2cd575c,25979-8,25979-8,604353,Netherlands,NL,False,True,False,onPrem
856f0d58-d64a-435c-98ef-a336150d6c2c,87059-6,87059-6,243857,United Kingdom,GB,False,False,False,cloud
8192a916-6788-4696-9168-057c328033f4,28134-4,28134-4,422740,Spain,ES,False,True,False,onPrem
a82c0e9a-8e90-477e-be5d-25d75d779b8e,17472-7,17472-7,676709,Netherlands,NL,False,True,False,onPrem
ed668d03-944a-4715-861c-da63c547abc7,61005-6,61005-6,349002,Italy,IT,False,True,False,onPrem
b2344944-c069-4dca-a6f4-182526cf8c55,27160-9,27160-9,120352,United Kingdom,GB,False,False,False,cloud
ac7cfaf0-4d1a-4e97-a251-ef5d455bf5cb,31685-2,31685-2,613212,Monaco,MC,False,False,False,cloud
7aa3491d-4e02-42d7-9238-738e2b3261af,95247-1,95247-1,825949,United Arab Emirates,AE,False,False,True,onPrem
28d7e0a1-40e7-4575-b0af-8fe582f76fee,32780-7,32780-7,871675,Switzerland,CH,False,True,False,onPrem
fa046c92-2d7b-4dde-a872-8297d0be6877,36227-3,36227-3,820425,Hong Kong,HKG,False,False,False,cloud
7dc9a665-fbf2-4a27-8252-2feec9252bd0,63479-7,63479-7,875078,Canada,CA,True,False,False,onPrem
6cf7008b-6597-48b0-8073-5ccba4e5b898,23994-4,23994-4,537444,India,IN,False,False,True,onPrem
0de30d94-491a-497d-ade2-17f57cb984e4,22456-6,22456-6,747018,Guernsey,GGY,True,False,False,onPrem
ea3960ab-dcec-4fdb-b3a5-b3404d6ed1d6,39037-8,39037-8,909871,Netherlands,NL,False,True,False,onPrem
1a9f9696-657a-4f30-8920-e95c5521642c,83940-4,83940-4,603904,Mexico,MX,False,False,False,cloud
81022593-692d-44f9-8c78-d3f20695728e,90614-3,90614-3,414452,France,FR,False,True,False,onPrem
d088a073-7c11-432b-8da2-b2c36c74214c,28013-10,28013-10,69919,Germany,DE,False,True,True,onPrem
8201584c-5bde-4748-bfeb-2556556afb02,83159-7,83159-7,371863,Spain,ES,False,True,False,onPrem
ebd68587-9062-47d6-a9f0-621b9acfa9b7,77356-9,77356-9,687605,Ireland,IE,False,True,False,onPrem
7776644e-ee20-4a87-beef-cbdbd161e9d0,58367-2,58367-2,646252,France,FR,True,True,False,onPrem
8131f51d-fe63-4b84-9945-16b97a8a79b7,33296-3,33296-3,285331,Singapore,SG,False,False,False,cloud
9be23691-11d8-4b89-8790-23b6c05b1bab,20837-0,20837-0,22169,Italy,IT,False,True,False,onPrem
09aecad2-493b-407b-925f-b4038f74f042,97394-2,97394-2,808704,Luxembourg,LU,False,True,False,onPrem
fd57f4aa-7262-4312-9d1b-b8207024f94f,85631-10,85631-10,639609,China,CN,False,False,True,onPrem
ff234620-bb73-4323-a9dc-86743f9973cd,23557-3,23557-3,954343,Israel,IL,False,False,False,cloud
5e434c5e-c9de-4307-8ddc-2dfec6e45c65,39711-1,39711-1,346987,Japan,JP,False,False,False,cloud
72d60a44-1a7d-4aed-9c9c-8a8af7836ae3,1406-2,1406-2,510406,Japan,JP,False,False,False,cloud
b3dcdd74-ff18-4c71-bc92-8b054ddf9f6a,99579-0,99579-0,618501,Brazil,BR,False,False,True,onPrem
719974c6-1f0b-461f-9152-a830f780f304,79891-0,79891-0,131419,Guernsey,GGY,False,False,False,cloud
7c387f3c-5d2c-4086-8eb6-781f37c7fe23,46591-3,46591-3,681142,China,CN,True,False,True,onPrem
015b2016-4d73-48d4-9ef0-eea98ed995a9,25332-2,25332-2,806299,Brazil,BR,False,False,True,onPrem
dbd76bc9-b38b-48d7-a887-8df1a8f5bfea,2037-9,2037-9,842564,Mexico,MX,False,False,False,cloud
27fae654-95f8-4ecb-8fe9-d68cd60a1f68,93171-7,93171-7,622483,Lithuania,LT,False,True,False,onPrem
fa7e3402-c9b4-48c7-8b3e-6b9851782d9d,35933-2,35933-2,218432,Japan,JP,False,False,False,cloud
5bff70a2-bfab-4a62-8c35-0bde5eabd614,71713-3,71713-3,704877,Portugal,PT,False,True,False,onPrem
45322271-afee-4974-bba8-8df7cea6f24f,2174-1,2174-1,212504,Luxembourg,LU,False,True,False,onPrem
8557ed87-8931-4767-95e2-97550f331497,42957-3,42957-3,986259,Singapore,SG,False,False,False,cloud
de9c9f22-b43d-4ea2-b814-29ab38ca0ed8,25953-5,25953-5,83582,United States,US,False,False,False,cloud
b22837ff-b89f-469c-95e6-4b897fe8b1a5,55148-9,55148-9,668177,Ireland,IE,True,True,False,onPrem
20607b4f-3270-4d37-95da-134f28e2e6f2,66668-7,66668-7,642668,India,IN,False,False,True,onPrem
41382117-097c-45f7-9634-eefcfd3ed4e3,96466-7,96466-7,525649,France,FR,False,True,False,onPrem
70f15720-352b-467c-8fc8-bc541b0b57ed,11006-4,11006-4,430096,Jersey,JEY,True,False,False,onPrem
96b0c9c0-d3d9-43e9-a446-0f53905a8c3d,26408-9,26408-9,737499,Luxembourg,LU,False,True,False,onPrem
9ed4fc50-0964-4250-b086-29b879212f61,24473-4,24473-4,863186,Guernsey,GGY,False,False,False,cloud
db376acf-e239-4c47-bb83-8f79e64c288b,87812-8,87812-8,421088,Switzerland,CH,False,True,False,onPrem
0224902c-22c9-4fdf-b123-58e031f82551,62938-9,62938-9,456762,Jersey,JEY,False,False,False,cloud
e73d00e0-30c8-4fc8-b3f9-766ab381c623,29909-5,29909-5,933506,Lithuania,LT,False,True,False,onPrem
611bd4f0-2f28-4830-9b31-1a7b8734db55,40783-9,40783-9,876052,Czech Republic,CZ,False,True,False,onPrem
3f6f2599-a7d4-40d1-bef6-94cc65edb98a,42369-3,42369-3,102332,Monaco,MC,False,False,False,cloud
33d1e42f-77e7-487a-b89e-445f6c22c3c1,34428-5,34428-5,714023,Singapore,SG,False,False,False,cloud
98c56734-88a7-4f41-87fd-06e3360add19,11245-4,11245-4,389829,China,CN,False,False,True,onPrem
988c262c-a08c-4837-bbb2-9b7bbff89013,16148-10,16148-10,951200,United States,US,False,False,False,cloud
3c0a5369-2972-4985-a80d-5d5127be355f,90803-10,90803-10,996233,Hong Kong,HKG,False,False,False,cloud
c358bae3-d79c-4db3-8dfa-92cc77dd6dd0,96826-6,96826-6,90798,Luxembourg,LU,False,True,False,onPrem
e77833cb-dd74-468d-ab41-ea3d9fff5fc2,70181-5,70181-5,417920,Switzerland,CH,False,True,False,onPrem
092d79c6-40c0-46da-be4a-364924a371d4,84304-9,84304-9,132833,Luxembourg,LU,False,True,False,onPrem
34278479-bf80-48cf-a5c0-0458ffa37194,54915-0,54915-0,549523,Switzerland,CH,False,True,False,onPrem
b66d9d11-a93a-4ca6-aef1-fce87d2dd6db,2238-8,2238-8,36485,Portugal,PT,False,True,False,onPrem
27c0a77d-c0ba-464e-8cb2-70108bf6933c,18615-4,18615-4,732111,Spain,ES,False,True,False,onPrem
439f2730-4d74-4a99-bde2-fdb996e870ac,14181-4,14181-4,469937,United Kingdom,GB,False,False,False,cloud
f2cab938-96a9-4f8e-ae3f-7c4077593df0,73332-5,73332-5,739228,India,IN,True,False,True,onPrem
4f8c0b1a-66cc-4436-abf7-85e77bcbe7fd,41914-10,41914-10,673071,United Kingdom,GB,False,False,False,cloud
f5948bfc-65fb-4e4a-b22f-e1cd0e0084a1,62738-6,62738-6,632811,Italy,IT,False,True,False,onPrem
bf112346-e5a6-4eab-8521-1bbc6b9c38f7,29675-0,29675-0,567291,Japan,JP,False,False,False,cloud
57814ef2-52f4-4b5c-b1f2-f560d3da5d84,42939-5,42939-5,99965,Isle of Man,IMN,False,False,False,cloud
4bf7ca6d-d13e-466f-89ad-e8ed24226c3d,71736-4,71736-4,243247,Israel,IL,False,False,False,cloud
af9f0ec9-b946-45b1-8853-065bf332280f,3188-4,3188-4,418139,Switzerland,CH,False,True,False,onPrem
e817049c-ba3f-4095-be9a-1b7b4ff55304,94326-5,94326-5,940548,Germany,DE,False,True,True,onPrem
801bdc69-8a8a-468c-98b0-f9022a41c064,21968-5,21968-5,725353,Italy,IT,False,True,False,onPrem
3ba3d17f-b897-4f12-ab60-1589c83858c5,55257-8,55257-8,777680,United States,US,False,False,False,cloud
b3f1e402-6c73-422f-be6c-b02b38ab50df,5351-3,5351-3,910815,Brazil,BR,False,False,True,onPrem
2975aae2-cb4e-47f4-9f0d-dd99ad5f4af3,47040-1,47040-1,294766,United Kingdom,GB,False,False,False,cloud
00fb9614-a308-471a-a69d-30d0449588ff,55782-5,55782-5,828547,Mexico,MX,False,False,False,cloud
31888cef-fd11-43e0-bf9a-7abc5d5d782e,98735-8,98735-8,113689,United States,US,False,False,False,cloud
b46e3adf-e99b-4961-8a56-500bf2900d83,26183-8,26183-8,660572,Sweden,SE,False,True,False,onPrem
ed834dfe-9970-4d79-975a-08b70c064bad,77265-1,77265-1,620023,Ireland,IE,False,True,False,onPrem
ddc3c955-03e4-4983-ac55-6af3e57637b8,93863-8,93863-8,484292,Luxembourg,LU,True,True,False,onPrem
2c26f183-6ec0-4d96-acc5-57f27efd571e,22995-8,22995-8,190257,Canada,CA,False,False,False,cloud
bcbe4002-8c1e-4848-8342-cc1887a8888e,59399-9,59399-9,767297,Germany,DE,False,True,True,onPrem
e5ac505c-0e92-427f-83cc-aa52d71b4ea9,62747-2,62747-2,557319,Hong Kong,HKG,False,False,False,cloud
62410b08-6b58-4a3e-8686-bf942b64ae3a,62058-0,62058-0,403325,Isle of Man,IMN,False,False,False,cloud
ca4b01f2-8a54-4d7b-b0d4-aa8bf77262e3,16554-6,16554-6,882322,Lithuania,LT,False,True,False,onPrem
1062b79b-3363-4b09-b29f-ece51250c0fe,81896-3,81896-3,748105,France,FR,False,True,False,onPrem
a911963b-072c-424e-88fe-5b297112bb6f,15735-8,15735-8,907559,Jersey,JEY,False,False,False,cloud
04bb0af6-a39e-4b47-8fce-ebfd2d2cfe0e,57353-6,57353-6,442201,Israel,IL,False,False,False,cloud
dc0d5087-df45-470e-a685-0de550b34d93,17055-5,17055-5,596067,Hong Kong,HKG,False,False,False,cloud
8b3c32fa-be37-4b09-8735-3bb7187c35f5,48687-6,48687-6,812334,Sweden,SE,False,True,False,onPrem
fc4aa0b4-1e9a-4c58-992a-f717d28fdb8b,17528-1,17528-1,150292,India,IN,False,False,True,onPrem
f2a3f247-cafe-4fdc-9275-137092a0bf59,88721-7,88721-7,902731,Hong Kong,HKG,True,False,False,onPrem
c5c5eb74-b8d2-4be9-b861-f40daa3aabb3,56649-3,56649-3,761948,United Arab Emirates,AE,False,False,True,onPrem
812c65a5-b5f2-4ee1-a9be-d1793f4381ed,81539-1,81539-1,250338,China,CN,False,False,True,onPrem
73fd057b-2184-4ffc-87f9-50b9caa64afe,76037-9,76037-9,233010,India,IN,False,False,True,onPrem
3f642fab-2139-40da-ad24-ad7525a14593,73031-7,73031-7,27787,United Kingdom,GB,True,False,False,onPrem
87662e69-602a-416e-aabb-014332143242,51684-3,51684-3,766161,Germany,DE,False,True,True,onPrem
2cc81f51-865c-44be-956a-84b9deea2707,63246-1,63246-1,263919,Australia,AU,False,False,False,cloud
bad5b71a-5443-42e0-a5c3-b79c70a90deb,7040-9,7040-9,180871,Mexico,MX,False,False,False,cloud
5e16c915-9f08-4ee2-ae3f-4feff3d28740,83100-6,83100-6,70566,Czech Republic,CZ,False,True,False,onPrem
ef25a24c-4b97-4d65-9f88-05c0c735516c,48783-2,48783-2,658496,India,IN,False,False,True,onPrem
edab964a-2264-4c06-a499-b98e91e70aeb,85018-1,85018-1,809578,United Kingdom,GB,False,False,False,cloud
db36e238-6760-4efb-b849-56c925a83878,5670-2,5670-2,583691,Spain,ES,False,True,False,onPrem
fbe62873-902f-4274-a55a-ad7e680d84e6,94994-7,94994-7,528119,Sweden,SE,False,True,False,onPrem
2ab7289e-19d8-493e-83d8-a7ecb4502962,22026-0,22026-0,401996,Australia,AU,False,False,False,cloud
28222b60-36d9-426e-b783-09d49eec6449,4346-6,4346-6,354359,India,IN,False,False,True,onPrem
a89f5061-4a2f-4349-ac48-9b9f5b40e750,28146-4,28146-4,906202,United States,US,False,False,False,cloud
4fc73fc8-2bfd-45d3-9ad6-452038b56d79,41542-1,41542-1,420467,Spain,ES,False,True,False,onPrem
89dba578-bea8-4405-9312-c153364c7bb6,8257-8,8257-8,361232,China,CN,False,False,True,onPrem
f026ee85-d21b-4747-9810-64386490df25,61354-0,61354-0,209871,Germany,DE,False,True,True,onPrem
1fa9a48e-c759-44ef-9aec-04ac30ed362a,17630-7,17630-7,106673,Luxembourg,LU,True,True,False,onPrem
13157ee4-465f-4da6-a10d-9f99fa145328,64590-7,64590-7,527508,Jersey,JEY,True,False,False,onPrem
b24c96b1-3a35-4c18-bc93-c435982cac3e,25937-8,25937-8,599898,United States,US,False,False,False,cloud
5a28218f-c84f-40cf-a752-d382dfa47ef5,63789-10,63789-10,318396,Guernsey,GGY,False,False,False,cloud
bf27d312-a3c4-40b9-ad67-33cfefacab57,77040-4,77040-4,157331,Brazil,BR,False,False,True,onPrem
b5c708f1-5405-436d-8818-6ddf7e807f65,94795-1,94795-1,785644,Canada,CA,False,False,False,cloud
1a927686-c0ca-42cd-8803-8d192b9eb70e,28458-8,28458-8,935168,United Arab Emirates,AE,False,False,True,onPrem
75232e08-99b2-45a1-b324-e93a001f795f,85579-1,85579-1,986515,Guernsey,GGY,False,False,False,cloud
48499deb-87e2-4ec1-a075-b3f8c3ed161f,97680-9,97680-9,605992,Monaco,MC,False,False,False,cloud
9bf2d995-02fc-44e9-a99a-feaa00303be0,80839-9,80839-9,483620,United States,US,False,False,False,cloud
12ae9b3f-7c19-4beb-af93-d0a3634ac5f9,93833-1,93833-1,505298,Luxembourg,LU,False,True,False,onPrem
914592e7-fd93-4495-bfc4-da03a4062a7b,17832-3,17832-3,828870,Lithuania,LT,False,True,False,onPrem
986a18ba-f17d-489d-9dfb-4d20988d4eb8,50342-5,50342-5,988240,United Arab Emirates,AE,False,False,True,onPrem
42a81c7f-77e0-4275-8ad4-fe9e11e7d008,79253-2,79253-2,607957,Germany,DE,False,True,True,onPrem
